,brand,1.0,2.0,3.0,4.0,5.0,sentiment_pos,sentiment_neg,sentiment_neu,ratings,loyal,disloyal,neutral,highest_income,lowest_income,race_demo
2713,conover,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2714,conrad,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2715,construction,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2716,construction set,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2717,consumer electronics,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2718,contact,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2719,contadina,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2720,continental,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2721,contour,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2722,convenience,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2723,converse,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2724,converting,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2725,conway,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2726,cookie crisp,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2727,cookies,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2728,cool,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2729,coors light,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2730,copec,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2731,copenhagen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2732,copic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2733,cord,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2734,corgi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2735,corinthia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2736,corn,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2737,corn flakes,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2738,cornick,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2739,cornish,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2740,cornmeal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2741,corona,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2742,correction,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
2743,corset,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2744,corzo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2745,cosan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2746,cosi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2747,costa rica,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2748,costume national,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.8,33.331,33.338,33.33,,,83.21
2749,cotto,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2750,cotton,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.9,33.331,33.338,33.33,,,83.21
2751,count chocula,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2752,counter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2753,country club,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2754,country crock,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2755,country time,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2756,courtyard,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2757,couverture,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2758,covert,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2759,cowon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2760,crab,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2761,cracker,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2762,cracker jack,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2763,crackers,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2764,crafted,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2765,cramer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2766,cranberry,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2767,crate,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2768,crayola,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2769,crayon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2770,cream,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2771,cream of wheat,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2772,cream soda,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2773,creative,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2774,crema,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2775,crevier,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2776,crisp,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2777,cristal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2778,croatia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2779,cross,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2780,cross-stitch,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2781,crosse & blackwell,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2782,croutons,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2783,crown,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2784,crown royal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2785,crownfield,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2786,crows,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2787,crucial,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2788,crucial technology,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2789,cruise lines,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2790,crunch,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2791,crunchie,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2792,crush,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2793,crushed red pepper,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2794,cruzan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2795,cry baby,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2796,crystal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2797,crystal light,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2798,cuba,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2799,cuban,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2800,cube,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2801,cuddeback,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2802,cult,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2803,cunnington,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2804,cup noodle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
2805,cup noodles,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2806,cupet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.0,33.331,33.338,33.33,,,83.21
2807,curl,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2808,curtis,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2809,custard,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2810,cut,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2811,cycling,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2812,cymbals,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2813,czech republic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.6,33.331,33.338,33.33,,,83.21
2814,d'este,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2815,d'onofrio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2816,d-link,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2817,daddies,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2818,daewoo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2819,daewoo electronics,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.2,33.331,33.338,33.33,,,83.21
2820,daifuku,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2821,daim,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2822,dairy milk,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2823,dal negro,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2824,dale of norway,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2825,dalibor,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2826,damak,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2827,damiani,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2828,dan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2829,dango,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2830,danieli,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2831,danner,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2832,dard hunter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2833,dark,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2834,darko,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2835,darrell lea,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2836,dasani,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2837,dave,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2838,david glass,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2839,davidoff,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2840,dawn,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2841,daz,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
2842,dazzler,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2843,dct,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2844,de cecco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2845,de marchi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2846,de rosa,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2847,de soto,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2848,decanter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2849,deep fried,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2850,deer park,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2851,deetail,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2852,defiant,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2853,deka,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2854,del valle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2855,del's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2856,delano,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2857,delek,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2858,deli,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2859,delicacies,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2860,delice,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2861,dell,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2862,dell'orto,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2863,delmar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2864,delta,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2865,demorest,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2866,dengler,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2867,denim,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2868,denmark,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2869,denon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2870,density,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2871,dent,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2872,dental care,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2873,department,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2874,derby,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2875,design,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2876,desserts,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2877,destination,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2878,deuter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2879,device,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2880,devil dogs,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2881,devil sticks,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2882,dewar's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2883,diadora,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2884,diamant,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2885,diesel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2886,diet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2887,diet mountain dew,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2888,diet rite,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2889,digestives,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2890,digiorno,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
2891,digital,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2892,digital camera,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.9,33.331,33.338,33.33,,,83.21
2893,digital equipment corporation,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
2894,dimple,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2895,dinamita,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2896,dinastia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2897,ding dong,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2898,dinky,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2899,dip,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2900,dips,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2901,dirt,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2902,disc,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2903,disc golf,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2904,discord,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2905,discraft,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2906,display,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2907,dittrich,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2908,diva,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2909,divella,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2910,dnl,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2911,dobbert,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2912,doel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2913,dog chow,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2914,doina,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2915,dolce,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2916,dolce & gabbana,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2917,dolce gusto,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2918,doll,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2919,dollar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2920,dolly,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2921,dominica,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2922,dominican republic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2923,dominoes,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2924,doms,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2925,don julio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2926,don q,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2927,donegal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2928,donnay,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2929,doral,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2930,doritos,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2931,dots,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2932,double cross,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2933,double decker,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2934,doublemint,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2935,douglas,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2936,dove,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2937,downhill,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2938,downy,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2939,dr pepper,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
