,brand,age,sentiment_pos,sentiment_neg,sentiment_neu
5916,Natural Balance,15 to 19 years,33.0395,33.693,33.2675
5915,Natural Balance,10 to 14 years,32.9561,33.3333,33.7105
5917,Natural Balance,20 to 24 years,32.9693,33.8114,33.2193
5918,Natural Balance,25 to 34 years,33.5877,33.3465,33.0658
5922,Natural Balance,55 to 59 years,33.8246,33.3377,32.8377
5921,Natural Balance,5 to 9 years,33.6404,33.7544,32.6053
5924,Natural Balance,65 to 74 years,33.4912,33.2061,33.3026
5925,Natural Balance,75 to 84 years,33.4474,33.6404,32.9123
5926,Natural Balance,85 years and over,33.2193,33.0351,33.7456
5927,Natural Balance,Under 5 years,33.3553,33.057,33.5877
5923,Natural Balance,60 to 64 years,33.4211,33.1974,33.3816
217,Nature Valley,65 to 74 years,33.2851,33.4167,33.2982
218,Nature Valley,75 to 84 years,32.9254,33.9211,33.1535
220,Nature Valley,Under 5 years,32.8158,34.0877,33.0965
208,Nature Valley,10 to 14 years,32.8772,33.5789,33.5439
209,Nature Valley,15 to 19 years,32.5965,33.8026,33.6009
219,Nature Valley,85 years and over,32.4825,33.3553,34.1623
216,Nature Valley,60 to 64 years,33.6842,32.9298,33.386
213,Nature Valley,45 to 54 years,32.7939,33.8158,33.3904
210,Nature Valley,20 to 24 years,33.136,33.2588,33.6053
211,Nature Valley,25 to 34 years,32.8596,34.0482,33.0921
212,Nature Valley,35 to 44 years,33.2237,33.4474,33.3289
214,Nature Valley,5 to 9 years,33.0307,33.4079,33.5614
215,Nature Valley,55 to 59 years,33.4561,32.7807,33.7632
175,Natures Bakery,5 to 9 years,33.2149,33.4693,33.3158
173,Natures Bakery,35 to 44 years,33.3684,32.6535,33.9781
172,Natures Bakery,25 to 34 years,33.1009,33.7456,33.1535
174,Natures Bakery,45 to 54 years,32.8377,33.4649,33.6974
176,Natures Bakery,55 to 59 years,34.0044,33.4035,32.5921
170,Natures Bakery,15 to 19 years,33.2149,33.5526,33.2325
178,Natures Bakery,65 to 74 years,33.6316,33.6009,32.7675
179,Natures Bakery,75 to 84 years,33.1316,33.3114,33.557
171,Natures Bakery,20 to 24 years,33.0746,33.9474,32.9781
169,Natures Bakery,10 to 14 years,33.3772,33.2588,33.364
180,Natures Bakery,85 years and over,33.443,33.4825,33.0746
181,Natures Bakery,Under 5 years,33.0175,33.2763,33.7061
177,Natures Bakery,60 to 64 years,33.3421,33.4254,33.2325
5909,Natures Recipe,55 to 59 years,33.3377,33.4035,33.2588
5907,Natures Recipe,45 to 54 years,33.3947,33.1053,33.5
5908,Natures Recipe,5 to 9 years,33.8596,32.9605,33.1798
5905,Natures Recipe,25 to 34 years,33.9035,33.2061,32.8904
5904,Natures Recipe,20 to 24 years,33.6754,32.9737,33.3509
5903,Natures Recipe,15 to 19 years,33.5395,33.3114,33.1491
5902,Natures Recipe,10 to 14 years,33.4737,33.3377,33.1886
5906,Natures Recipe,35 to 44 years,33.4825,33.3816,33.136
5910,Natures Recipe,60 to 64 years,33.2939,32.8377,33.8684
5913,Natures Recipe,85 years and over,33.6886,32.7807,33.5307
5912,Natures Recipe,75 to 84 years,33.2719,33.2018,33.5263
5914,Natures Recipe,Under 5 years,33.2719,33.5746,33.1535
5911,Natures Recipe,65 to 74 years,33.2675,33.4825,33.25
6019,Nestea,10 to 14 years,33.5439,33.4035,33.0526
6020,Nestea,15 to 19 years,33.5,33.0789,33.4211
6021,Nestea,20 to 24 years,32.9254,34.1491,32.9254
6022,Nestea,25 to 34 years,33.7895,32.9605,33.25
6023,Nestea,35 to 44 years,33.3816,33.3114,33.307
6024,Nestea,45 to 54 years,33.3947,33.3114,33.2939
6025,Nestea,5 to 9 years,33.0263,33.2982,33.6754
6027,Nestea,60 to 64 years,33.3684,33.636,32.9956
6028,Nestea,65 to 74 years,33.1228,33.3333,33.5439
6029,Nestea,75 to 84 years,32.9825,33.3421,33.6754
6030,Nestea,85 years and over,33.9035,33.0921,33.0044
6031,Nestea,Under 5 years,33.8202,32.9518,33.2281
6026,Nestea,55 to 59 years,32.864,33.4605,33.6754
2888,Nestle Boost,20 to 24 years,33.4561,33.25,33.2939
2898,Nestle Boost,Under 5 years,33.693,33.3421,32.9649
2897,Nestle Boost,85 years and over,33.193,33.2851,33.5219
2896,Nestle Boost,75 to 84 years,33.8377,33.0833,33.0789
2895,Nestle Boost,65 to 74 years,33.443,33.3596,33.1974
2894,Nestle Boost,60 to 64 years,32.8947,33.4386,33.6667
2893,Nestle Boost,55 to 59 years,33.2061,33.4035,33.3904
2892,Nestle Boost,5 to 9 years,33.5658,33.0132,33.4211
2891,Nestle Boost,45 to 54 years,33.1711,33.3421,33.4868
2886,Nestle Boost,10 to 14 years,33.386,33.2149,33.3991
2887,Nestle Boost,15 to 19 years,33.2368,33.3553,33.4079
2890,Nestle Boost,35 to 44 years,33.1447,33.2763,33.5789
2889,Nestle Boost,25 to 34 years,33.3772,33.2632,33.3596
103,Neutrogena,Under 5 years,33.0789,33.7807,33.1404
97,Neutrogena,5 to 9 years,33.6579,33.1404,33.2018
98,Neutrogena,55 to 59 years,32.9035,33.9737,33.1228
96,Neutrogena,45 to 54 years,32.9254,33.693,33.3816
99,Neutrogena,60 to 64 years,33.5439,33.136,33.3202
102,Neutrogena,85 years and over,32.9649,33.114,33.9211
91,Neutrogena,10 to 14 years,33.443,32.9561,33.6009
92,Neutrogena,15 to 19 years,32.864,33.6184,33.5175
93,Neutrogena,20 to 24 years,32.7193,33.9298,33.3509
94,Neutrogena,25 to 34 years,33.2544,32.7412,34.0044
95,Neutrogena,35 to 44 years,33.557,33.2456,33.1974
101,Neutrogena,75 to 84 years,33.5702,33.5395,32.8904
100,Neutrogena,65 to 74 years,33.6053,33.0789,33.3158
5511,Newmans Own Organics,Under 5 years,32.9561,33.307,33.7368
5510,Newmans Own Organics,85 years and over,33.1974,33.2456,33.557
5509,Newmans Own Organics,75 to 84 years,33.5439,33.6754,32.7807
5508,Newmans Own Organics,65 to 74 years,33.4649,33.2588,33.2763
5507,Newmans Own Organics,60 to 64 years,33.3465,33.2325,33.4211
5501,Newmans Own Organics,20 to 24 years,33.7237,33.0746,33.2018
5502,Newmans Own Organics,25 to 34 years,33.3377,33.3465,33.3158
5504,Newmans Own Organics,45 to 54 years,33.4035,33.4342,33.1623
5503,Newmans Own Organics,35 to 44 years,32.8114,33.2544,33.9342
5499,Newmans Own Organics,10 to 14 years,33.9167,33.0702,33.0132
5500,Newmans Own Organics,15 to 19 years,33.4342,33.4342,33.1316
5506,Newmans Own Organics,55 to 59 years,33.1711,33.25,33.5789
5505,Newmans Own Organics,5 to 9 years,33.4956,32.5395,33.9649
3169,Nissin,75 to 84 years,33.2061,33.6053,33.1886
3159,Nissin,10 to 14 years,33.0263,33.1096,33.864
3160,Nissin,15 to 19 years,33.7412,33.3553,32.9035
3161,Nissin,20 to 24 years,33.886,33.1623,32.9518
3162,Nissin,25 to 34 years,34.0088,32.7588,33.2325
3163,Nissin,35 to 44 years,32.9781,33.6711,33.3509
3164,Nissin,45 to 54 years,33.7149,33.364,32.9211
3165,Nissin,5 to 9 years,33.4298,33.3728,33.1974
3166,Nissin,55 to 59 years,33.7544,33.6316,32.614
3167,Nissin,60 to 64 years,33.8114,33.0175,33.1711
3168,Nissin,65 to 74 years,32.7018,33.7368,33.5614
3170,Nissin,85 years and over,33.5132,33.2851,33.2018
3171,Nissin,Under 5 years,33.1886,33.5395,33.2719
946,Nivea,75 to 84 years,33.1404,33.6974,33.1623
945,Nivea,65 to 74 years,33.0921,33.7982,33.1096
947,Nivea,85 years and over,33.2719,33.3772,33.3509
940,Nivea,35 to 44 years,33.6404,32.7763,33.5833
939,Nivea,25 to 34 years,33.2456,32.9167,33.8377
938,Nivea,20 to 24 years,33.943,32.9868,33.0702
937,Nivea,15 to 19 years,33.4868,33.5395,32.9737
936,Nivea,10 to 14 years,32.6974,33.4737,33.8289
941,Nivea,45 to 54 years,33.3026,33.0263,33.6711
948,Nivea,Under 5 years,33.4386,33.1974,33.364
943,Nivea,55 to 59 years,33.1974,33.7368,33.0658
944,Nivea,60 to 64 years,34.0175,32.8202,33.1623
942,Nivea,5 to 9 years,33.4737,33.2675,33.2588
684,Nutella,60 to 64 years,33.7368,33.3202,32.943
687,Nutella,85 years and over,33.8728,33.1886,32.9386
686,Nutella,75 to 84 years,33.2193,33.3728,33.4079
685,Nutella,65 to 74 years,33.6184,33.2675,33.114
688,Nutella,Under 5 years,33.7588,32.9649,33.2763
683,Nutella,55 to 59 years,33.4474,32.8772,33.6754
682,Nutella,5 to 9 years,33.9079,33.4167,32.6754
681,Nutella,45 to 54 years,33.1842,33.1974,33.6184
680,Nutella,35 to 44 years,33.9649,33.2632,32.7719
679,Nutella,25 to 34 years,33.3026,33.8377,32.8596
676,Nutella,10 to 14 years,33.1053,33.3114,33.5833
677,Nutella,15 to 19 years,33.2544,33.5482,33.1974
678,Nutella,20 to 24 years,33.1404,33.5965,33.2632
6286,O-Ke-Doke,55 to 59 years,33.6316,33.364,33.0044
6282,O-Ke-Doke,25 to 34 years,33.4781,33.1754,33.3465
6281,O-Ke-Doke,20 to 24 years,33.2237,33.057,33.7193
6288,O-Ke-Doke,65 to 74 years,33.2193,34.0088,32.7719
6289,O-Ke-Doke,75 to 84 years,33.8509,33.0439,33.1053
6285,O-Ke-Doke,5 to 9 years,33.3728,33.4912,33.136
6290,O-Ke-Doke,85 years and over,33.9868,33.1272,32.886
6283,O-Ke-Doke,35 to 44 years,33.0526,33.4123,33.5351
6291,O-Ke-Doke,Under 5 years,33.4518,33.2149,33.3333
6279,O-Ke-Doke,10 to 14 years,33.7632,33.6711,32.5658
6280,O-Ke-Doke,15 to 19 years,33.6491,33.3377,33.0132
6284,O-Ke-Doke,45 to 54 years,33.3772,33.4912,33.1316
6287,O-Ke-Doke,60 to 64 years,32.9561,33.2588,33.7851
4625,OFF,75 to 84 years,33.2632,33.3026,33.4342
4624,OFF,65 to 74 years,33.6096,33.1447,33.2456
4623,OFF,60 to 64 years,33.0351,33.307,33.6579
4622,OFF,55 to 59 years,33.4211,33.5219,33.057
4621,OFF,5 to 9 years,33.2325,33.5789,33.1886
4619,OFF,35 to 44 years,33.307,33.2632,33.4298
4626,OFF,85 years and over,32.9912,33.5746,33.4342
4627,OFF,Under 5 years,33.6535,32.9123,33.4342
4618,OFF,25 to 34 years,32.9254,33.9649,33.1096
4617,OFF,20 to 24 years,33.7807,32.9956,33.2237
4616,OFF,15 to 19 years,33.4868,33.4474,33.0658
4615,OFF,10 to 14 years,32.5482,33.8904,33.5614
4620,OFF,45 to 54 years,32.9211,33.864,33.2149
2014,Ocean Spray,Under 5 years,33.5482,33.5746,32.8772
2012,Ocean Spray,75 to 84 years,32.943,33.5044,33.5526
2011,Ocean Spray,65 to 74 years,33.6009,33.1579,33.2412
2013,Ocean Spray,85 years and over,33.364,33.4167,33.2193
2005,Ocean Spray,25 to 34 years,33.557,33.1842,33.2588
2007,Ocean Spray,45 to 54 years,33.1009,33.0658,33.8333
2008,Ocean Spray,5 to 9 years,33.1272,33.3421,33.5307
2009,Ocean Spray,55 to 59 years,33.0439,33.5702,33.386
2010,Ocean Spray,60 to 64 years,33.4912,33.0658,33.443
2004,Ocean Spray,20 to 24 years,33.9649,32.886,33.1491
2003,Ocean Spray,15 to 19 years,33.0132,33.6491,33.3377
2002,Ocean Spray,10 to 14 years,33.0044,34.0263,32.9693
2006,Ocean Spray,35 to 44 years,33.0263,33.4912,33.4825
959,Olay,75 to 84 years,33.6535,33.3947,32.9518
958,Olay,65 to 74 years,33.3553,33.5439,33.1009
957,Olay,60 to 64 years,33.8816,33.2368,32.8816
955,Olay,5 to 9 years,33.4298,33.0132,33.557
954,Olay,45 to 54 years,33.2632,33.7939,32.943
953,Olay,35 to 44 years,33.3684,33.3772,33.2544
952,Olay,25 to 34 years,33.3509,32.8158,33.8333
960,Olay,85 years and over,33.8377,32.7456,33.4167
961,Olay,Under 5 years,33.2193,33.5965,33.1842
951,Olay,20 to 24 years,33.3333,33.3202,33.3465
950,Olay,15 to 19 years,33.1886,33.3816,33.4298
949,Olay,10 to 14 years,33.5658,33.1842,33.25
956,Olay,55 to 59 years,33.307,33.3991,33.2939
2206,Old El Paso,65 to 74 years,33.2588,33.5175,33.2237
2205,Old El Paso,60 to 64 years,33.7588,32.7763,33.4649
2197,Old El Paso,10 to 14 years,33.1404,33.5658,33.2939
2198,Old El Paso,15 to 19 years,33.386,33.4211,33.193
2199,Old El Paso,20 to 24 years,33.0789,33.6316,33.2895
2200,Old El Paso,25 to 34 years,33.6711,32.693,33.636
2201,Old El Paso,35 to 44 years,33.1404,33.2939,33.5658
2202,Old El Paso,45 to 54 years,33.3816,33.5,33.1184
2209,Old El Paso,Under 5 years,33.5219,33.2412,33.2368
2208,Old El Paso,85 years and over,33.4123,33.3114,33.2763
2207,Old El Paso,75 to 84 years,33.5263,33.3509,33.1228
2204,Old El Paso,55 to 59 years,33.2149,33.0965,33.6886
2203,Old El Paso,5 to 9 years,32.9123,33.3904,33.6974
61,Old Spice,65 to 74 years,33.7105,33.2456,33.0439
64,Old Spice,Under 5 years,33.2763,33.7193,33.0044
63,Old Spice,85 years and over,33.8026,33.2061,32.9912
52,Old Spice,10 to 14 years,33.3816,33.3202,33.2982
58,Old Spice,5 to 9 years,33.2281,33.557,33.2149
55,Old Spice,25 to 34 years,33.3553,32.9211,33.7237
56,Old Spice,35 to 44 years,33.2149,33.0307,33.7544
57,Old Spice,45 to 54 years,33.5132,33.193,33.2939
59,Old Spice,55 to 59 years,33.8333,33.0658,33.1009
62,Old Spice,75 to 84 years,33.7061,33.2237,33.0702
53,Old Spice,15 to 19 years,33.2632,33.4518,33.2851
60,Old Spice,60 to 64 years,32.8246,33.8289,33.3465
54,Old Spice,20 to 24 years,33.1447,33.1798,33.6754
2847,Olive Garden,10 to 14 years,33.4386,33.5921,32.9693
2848,Olive Garden,15 to 19 years,34.0482,32.8421,33.1096
2849,Olive Garden,20 to 24 years,34.1053,33.1272,32.7675
2850,Olive Garden,25 to 34 years,33.2939,33.5746,33.1316
2852,Olive Garden,45 to 54 years,33.0132,33.2939,33.693
2853,Olive Garden,5 to 9 years,33.1579,33.0132,33.8289
2851,Olive Garden,35 to 44 years,33.3596,33.2763,33.364
2855,Olive Garden,60 to 64 years,33.2544,33.3509,33.3947
2856,Olive Garden,65 to 74 years,32.807,33.8947,33.2982
2857,Olive Garden,75 to 84 years,33.6754,33.7544,32.5702
2858,Olive Garden,85 years and over,33.1535,33.2763,33.5702
2859,Olive Garden,Under 5 years,33.0965,33.3465,33.557
2854,Olive Garden,55 to 59 years,33.4737,33.4781,33.0482
5260,Open Pit,60 to 64 years,33.4518,33.0965,33.4518
5263,Open Pit,85 years and over,32.4737,33.943,33.5833
5264,Open Pit,Under 5 years,33.2325,33.386,33.3816
5261,Open Pit,65 to 74 years,33.2851,33.3772,33.3377
5262,Open Pit,75 to 84 years,33.1623,33.307,33.5307
5259,Open Pit,55 to 59 years,33.5789,33.5263,32.8947
5253,Open Pit,15 to 19 years,33.3947,33.443,33.1623
5257,Open Pit,45 to 54 years,33.3816,33.4386,33.1798
5256,Open Pit,35 to 44 years,33.0526,33.5658,33.3816
5255,Open Pit,25 to 34 years,33.9474,33.3421,32.7105
5254,Open Pit,20 to 24 years,32.7675,33.4342,33.7982
5252,Open Pit,10 to 14 years,33.5746,33.1623,33.2632
5258,Open Pit,5 to 9 years,32.9868,33.3728,33.6404
115,Oral-B,85 years and over,33.4693,33.5219,33.0088
104,Oral-B,10 to 14 years,33.5702,33.4123,33.0175
113,Oral-B,65 to 74 years,33.864,33.2105,32.9254
105,Oral-B,15 to 19 years,33.4912,33.057,33.4518
114,Oral-B,75 to 84 years,32.8684,33.4737,33.6579
107,Oral-B,25 to 34 years,33.2807,33.3465,33.3728
108,Oral-B,35 to 44 years,33.1886,33.3816,33.4298
109,Oral-B,45 to 54 years,32.6316,33.8158,33.5526
116,Oral-B,Under 5 years,34.1053,32.5746,33.3202
110,Oral-B,5 to 9 years,33.8026,33.2632,32.9342
111,Oral-B,55 to 59 years,32.8816,33.1886,33.9298
106,Oral-B,20 to 24 years,33.5877,33.0702,33.3421
112,Oral-B,60 to 64 years,33.2588,33.4474,33.2939
3145,Orbit Gum,Under 5 years,33.2851,33.3158,33.3991
3144,Orbit Gum,85 years and over,33.8377,32.943,33.2193
3143,Orbit Gum,75 to 84 years,32.5614,33.4211,34.0175
3142,Orbit Gum,65 to 74 years,33.4825,33.3553,33.1623
3140,Orbit Gum,55 to 59 years,32.5921,33.5088,33.8991
3141,Orbit Gum,60 to 64 years,32.9079,34.0307,33.0614
3138,Orbit Gum,45 to 54 years,33.4561,32.9868,33.557
3137,Orbit Gum,35 to 44 years,32.943,33.4693,33.5877
3136,Orbit Gum,25 to 34 years,33.3684,33.1491,33.4825
3135,Orbit Gum,20 to 24 years,33.3333,33.0482,33.6184
3134,Orbit Gum,15 to 19 years,33.3904,33.4649,33.1447
3133,Orbit Gum,10 to 14 years,33.2018,33.3947,33.4035
3139,Orbit Gum,5 to 9 years,33.8991,33.114,32.9868
1845,Ortega,Under 5 years,33.2325,33.3991,33.3684
1844,Ortega,85 years and over,33.7412,33.7193,32.5395
1843,Ortega,75 to 84 years,33.6535,32.7149,33.6316
1842,Ortega,65 to 74 years,33.8904,32.9035,33.2061
1841,Ortega,60 to 64 years,32.7939,33.8465,33.3596
1838,Ortega,45 to 54 years,33.0088,33.6711,33.3202
1839,Ortega,5 to 9 years,33.5482,33.5789,32.8728
1837,Ortega,35 to 44 years,32.8553,33.8026,33.3421
1835,Ortega,20 to 24 years,32.9561,33.4079,33.636
1834,Ortega,15 to 19 years,33.4079,33.0,33.5921
1833,Ortega,10 to 14 years,33.3772,33.193,33.4298
1840,Ortega,55 to 59 years,33.5965,33.4123,32.9912
1836,Ortega,25 to 34 years,33.5614,32.864,33.5746
3952,OtterBox,10 to 14 years,33.0965,33.3465,33.557
3954,OtterBox,20 to 24 years,32.8553,33.7149,33.4298
3963,OtterBox,85 years and over,33.5526,33.2632,33.1842
3962,OtterBox,75 to 84 years,32.7632,33.557,33.6798
3961,OtterBox,65 to 74 years,33.9167,32.9561,33.1272
3960,OtterBox,60 to 64 years,33.6535,33.3509,32.9956
3959,OtterBox,55 to 59 years,33.443,33.4079,33.1491
3958,OtterBox,5 to 9 years,33.5395,33.0351,33.4254
3957,OtterBox,45 to 54 years,33.3158,33.5921,33.0921
3956,OtterBox,35 to 44 years,32.8596,33.5526,33.5877
3955,OtterBox,25 to 34 years,33.193,33.4474,33.3596
3964,OtterBox,Under 5 years,33.5921,32.9912,33.4167
3953,OtterBox,15 to 19 years,33.2149,33.6798,33.1053
753,Ovaltine,Under 5 years,33.0877,33.4825,33.4298
752,Ovaltine,85 years and over,33.7939,32.9254,33.2807
750,Ovaltine,65 to 74 years,33.7105,33.2237,33.0658
749,Ovaltine,60 to 64 years,33.5746,32.693,33.7325
748,Ovaltine,55 to 59 years,33.2807,32.9474,33.7719
747,Ovaltine,5 to 9 years,33.6886,33.3202,32.9912
746,Ovaltine,45 to 54 years,33.2237,33.7325,33.0439
745,Ovaltine,35 to 44 years,33.9298,32.7368,33.3333
744,Ovaltine,25 to 34 years,33.1974,33.4825,33.3202
743,Ovaltine,20 to 24 years,33.5789,32.8465,33.5746
742,Ovaltine,15 to 19 years,33.5921,32.6404,33.7675
741,Ovaltine,10 to 14 years,33.1711,33.2281,33.6009
751,Ovaltine,75 to 84 years,33.3904,33.3816,33.2281
4052,Oxford (Index Cards),65 to 74 years,33.2018,33.0395,33.7588
4053,Oxford (Index Cards),75 to 84 years,33.0,33.443,33.557
4049,Oxford (Index Cards),5 to 9 years,33.6842,33.1798,33.136
4055,Oxford (Index Cards),Under 5 years,33.5219,33.4167,33.0614
4051,Oxford (Index Cards),60 to 64 years,33.6096,33.2018,33.1886
4054,Oxford (Index Cards),85 years and over,33.7632,32.9518,33.2851
4050,Oxford (Index Cards),55 to 59 years,33.3158,33.3026,33.3816
4045,Oxford (Index Cards),20 to 24 years,32.5658,34.0044,33.4298
4048,Oxford (Index Cards),45 to 54 years,32.7588,33.5702,33.6711
4047,Oxford (Index Cards),35 to 44 years,33.4693,33.0439,33.4868
4046,Oxford (Index Cards),25 to 34 years,32.8246,33.1886,33.9868
4043,Oxford (Index Cards),10 to 14 years,33.2632,33.2105,33.5263
4044,Oxford (Index Cards),15 to 19 years,33.1053,33.8684,33.0263
4068,PNY (Electronics),Under 5 years,33.3904,33.25,33.3596
4067,PNY (Electronics),85 years and over,33.193,33.1316,33.6754
4066,PNY (Electronics),75 to 84 years,32.9035,33.6754,33.4211
4065,PNY (Electronics),65 to 74 years,33.7851,33.3114,32.9035
4064,PNY (Electronics),60 to 64 years,33.5219,33.0,33.4781
4063,PNY (Electronics),55 to 59 years,33.3509,33.1798,33.4693
4062,PNY (Electronics),5 to 9 years,33.4605,33.2193,33.3202
4061,PNY (Electronics),45 to 54 years,32.7982,33.0439,34.1579
4060,PNY (Electronics),35 to 44 years,32.943,33.4518,33.6053
4059,PNY (Electronics),25 to 34 years,33.5395,33.1886,33.2719
4058,PNY (Electronics),20 to 24 years,33.5395,33.114,33.3465
4057,PNY (Electronics),15 to 19 years,33.1404,33.557,33.3026
4056,PNY (Electronics),10 to 14 years,32.9123,33.2719,33.8158
1853,Pace (Dips & Sauces),55 to 59 years,32.7895,33.6272,33.5833
1855,Pace (Dips & Sauces),65 to 74 years,33.9474,33.0921,32.9605
1854,Pace (Dips & Sauces),60 to 64 years,33.2719,33.8904,32.8377
1856,Pace (Dips & Sauces),75 to 84 years,33.1711,33.5614,33.2675
1852,Pace (Dips & Sauces),5 to 9 years,32.7982,33.9912,33.2105
1846,Pace (Dips & Sauces),10 to 14 years,33.6842,33.557,32.7588
1850,Pace (Dips & Sauces),35 to 44 years,32.9211,33.9781,33.1009
1849,Pace (Dips & Sauces),25 to 34 years,33.8684,33.1754,32.9561
1848,Pace (Dips & Sauces),20 to 24 years,33.136,33.0658,33.7982
1847,Pace (Dips & Sauces),15 to 19 years,33.2061,33.4693,33.3246
1857,Pace (Dips & Sauces),85 years and over,33.0965,33.6842,33.2193
1851,Pace (Dips & Sauces),45 to 54 years,33.25,33.25,33.5
1858,Pace (Dips & Sauces),Under 5 years,33.3684,32.7851,33.8465
4246,Pacon (Paper),60 to 64 years,33.7149,33.0921,33.193
4239,Pacon (Paper),15 to 19 years,33.4561,33.0439,33.5
4250,Pacon (Paper),Under 5 years,33.8377,33.3553,32.807
4249,Pacon (Paper),85 years and over,33.2763,33.4825,33.2412
4248,Pacon (Paper),75 to 84 years,33.193,33.4912,33.3158
4247,Pacon (Paper),65 to 74 years,33.4035,33.4254,33.1711
4245,Pacon (Paper),55 to 59 years,33.7061,33.114,33.1798
4244,Pacon (Paper),5 to 9 years,33.5746,33.4868,32.9386
4243,Pacon (Paper),45 to 54 years,33.4474,33.3202,33.2325
4242,Pacon (Paper),35 to 44 years,33.2193,33.2982,33.4825
4241,Pacon (Paper),25 to 34 years,32.8158,33.4123,33.7719
4240,Pacon (Paper),20 to 24 years,33.3114,33.4868,33.2018
4238,Pacon (Paper),10 to 14 years,33.3772,33.4079,33.2149
1118,Pampers,10 to 14 years,33.0263,33.3596,33.614
1130,Pampers,Under 5 years,33.4035,33.2193,33.3772
1119,Pampers,15 to 19 years,33.6974,33.3202,32.9825
1127,Pampers,65 to 74 years,33.0877,33.4868,33.4254
1126,Pampers,60 to 64 years,33.5789,33.3158,33.1053
1125,Pampers,55 to 59 years,33.0702,33.0439,33.886
1124,Pampers,5 to 9 years,33.1798,33.4211,33.3991
1123,Pampers,45 to 54 years,33.6491,33.443,32.9079
1122,Pampers,35 to 44 years,33.5658,33.1404,33.2939
1121,Pampers,25 to 34 years,32.9035,34.3202,32.7763
1120,Pampers,20 to 24 years,32.6974,33.7018,33.6009
1128,Pampers,75 to 84 years,32.6053,33.693,33.7018
1129,Pampers,85 years and over,32.6623,33.2939,34.0439
3981,Panasonic,25 to 34 years,33.4298,33.2237,33.3465
3982,Panasonic,35 to 44 years,33.4211,33.3728,33.2061
3983,Panasonic,45 to 54 years,33.2018,33.2807,33.5175
3984,Panasonic,5 to 9 years,33.4781,33.25,33.2719
3985,Panasonic,55 to 59 years,33.3509,33.5044,33.1447
3986,Panasonic,60 to 64 years,33.7982,33.3816,32.8202
3979,Panasonic,15 to 19 years,33.1096,33.8333,33.057
3987,Panasonic,65 to 74 years,33.1228,33.557,33.3202
3988,Panasonic,75 to 84 years,33.557,32.9649,33.4781
3980,Panasonic,20 to 24 years,33.0219,33.6053,33.3728
3990,Panasonic,Under 5 years,33.9781,33.0965,32.9254
3989,Panasonic,85 years and over,33.3947,32.8421,33.7632
3978,Panasonic,10 to 14 years,33.5526,33.307,33.1404
2876,Panera Bread,25 to 34 years,33.1974,32.9781,33.8246
2885,Panera Bread,Under 5 years,33.2939,32.9737,33.7325
2884,Panera Bread,85 years and over,33.1272,33.5175,33.3553
2883,Panera Bread,75 to 84 years,32.5746,33.886,33.5395
2882,Panera Bread,65 to 74 years,32.8772,33.386,33.7368
2881,Panera Bread,60 to 64 years,33.6579,32.8991,33.443
2880,Panera Bread,55 to 59 years,33.0965,33.6886,33.2149
